id,date,amount,category
1569,2023-07-25,230.77,Books
1570,2023-05-21,240.04,Books
1571,2023-11-15,350.46,Clothing
1572,2023-10-21,450.5,Clothing
1573,2023-06-09,106.87,Clothing
1574,2023-11-12,89.63,Books
1575,2023-12-06,497.14,Groceries
1576,2023-10-24,266.59,Electronics
1577,2023-12-27,262.34,Groceries
1578,2023-03-31,430.15,Clothing
1579,2023-10-13,491.27,Electronics
1580,2023-10-12,172.37,Clothing
1581,2023-02-22,202.11,Groceries
1582,2023-10-26,359.65,Clothing
1583,2023-05-19,435.66,Home & Garden
1584,2023-08-01,170.67,Home & Garden
1585,2023-10-01,56.08,Books
1586,2023-05-09,396.48,Groceries
1587,2023-06-17,275.36,Home & Garden
1588,2023-02-08,113.7,Books
1589,2023-07-13,126.86,Books
1590,2023-02-18,279.54,Home & Garden
1591,2023-08-03,98.16,Books
1592,2023-02-15,403.3,Clothing
1593,2023-05-03,247.32,Groceries
1594,2023-06-27,230.46,Electronics
1595,2023-01-23,90.89,Electronics
1596,2023-08-20,196.26,Clothing
1597,2023-12-15,293.44,Home & Garden
1598,2023-11-18,136.43,Books
1599,2023-12-08,173.83,Clothing
1600,2023-11-19,172.8,Groceries
1601,2023-02-02,331.74,Books
1602,2023-11-23,124.42,Electronics
1603,2023-04-13,183.67,Groceries
1604,2023-06-01,425.87,Home & Garden
1605,2023-05-03,129.6,Electronics
1606,2023-03-24,176.17,Electronics
1607,2023-04-13,437.08,Home & Garden
1608,2023-03-31,159.07,Home & Garden
1609,2023-08-27,263.58,Clothing
1610,2023-03-21,175.23,Home & Garden
1611,2023-04-24,207.36,Clothing
1612,2023-06-05,450.14,Books
1613,2023-12-08,291.01,Clothing
1614,2023-01-02,355.85,Home & Garden
1615,2023-09-23,483.14,Home & Garden
1616,2023-04-26,414.28,Home & Garden
1617,2023-12-04,122.09,Groceries
1618,2023-03-06,88.07,Clothing
1619,2023-09-05,356.34,Electronics
1620,2023-11-20,362.05,Books
1621,2023-07-09,451.13,Electronics
1622,2023-02-24,435.64,Books
1623,2023-10-20,236.48,Groceries
1624,2023-05-07,69.73,Books
1625,2023-01-20,482.62,Books
1626,2023-07-17,104.47,Clothing
1627,2023-08-01,431.78,Electronics
1628,2023-05-06,293.22,Groceries
1629,2023-07-10,117.29,Home & Garden
1630,2023-07-16,400.3,Books
1631,2023-06-19,346.31,Electronics
1632,2023-07-28,449.87,Home & Garden
1633,2023-05-25,373.75,Groceries
1634,2023-07-05,495.58,Books
1635,2023-05-14,281.27,Clothing
1636,2023-04-07,498.38,Books
1637,2023-10-06,142.27,Home & Garden
1638,2023-05-12,496.18,Home & Garden
1639,2023-11-15,361.66,Clothing
1640,2023-12-15,408.01,Home & Garden
1641,2023-06-19,240.88,Clothing
1642,2023-11-27,74.06,Home & Garden
1643,2023-04-13,172.73,Clothing
1644,2023-04-03,116.74,Home & Garden
1645,2023-04-06,315.75,Books
1646,2023-04-19,108.59,Books
1647,2023-04-02,56.97,Clothing
1648,2023-11-02,435.98,Electronics
1649,2023-03-13,456.51,Electronics
1650,2023-12-25,223.35,Electronics
1651,2023-02-28,376.41,Electronics
1652,2023-01-06,479.41,Groceries
1653,2023-03-15,389.1,Clothing
1654,2023-12-11,285.36,Clothing
1655,2023-05-21,70.16,Clothing
1656,2023-08-21,195.46,Home & Garden
1657,2023-08-14,126.34,Home & Garden
1658,2023-11-12,229.33,Home & Garden
1659,2023-07-26,358.49,Electronics
1660,2023-01-16,184.31,Books
1661,2023-01-05,257.14,Electronics
1662,2023-06-30,268.51,Groceries
1663,2023-03-08,354.41,Clothing
1664,2023-11-24,152.41,Home & Garden
1665,2023-11-25,295.39,Home & Garden
1666,2023-09-19,170.39,Home & Garden
1667,2023-02-09,338.58,Groceries
1668,2023-12-02,257.59,Books
1669,2023-12-02,99.19,Groceries
1670,2023-10-25,473.5,Clothing
1671,2023-05-31,432.57,Home & Garden
1672,2023-08-06,235.68,Electronics
1673,2023-11-15,420.2,Books
1674,2023-10-13,155.45,Groceries
1675,2023-09-23,467.92,Groceries
1676,2023-04-10,270.32,Electronics
1677,2023-01-27,156.27,Home & Garden
1678,2023-12-26,203.42,Home & Garden
1679,2023-09-13,252.35,Clothing
1680,2023-07-30,251.4,Books
1681,2023-03-14,448.5,Home & Garden
1682,2023-09-13,359.12,Groceries
1683,2023-05-10,335.58,Books
1684,2023-12-22,427.63,Electronics
1685,2023-04-25,397.17,Groceries
1686,2023-08-30,244.09,Home & Garden
1687,2023-06-24,89.92,Clothing
1688,2023-11-08,381.49,Clothing
1689,2023-01-11,70.67,Books
1690,2023-07-22,116.07,Home & Garden
1691,2023-10-08,176.38,Books
1692,2023-12-18,169.03,Home & Garden
1693,2023-02-13,108.54,Books
1694,2023-05-22,103.18,Clothing
1695,2023-02-25,340.44,Books
1696,2023-01-06,185.04,Home & Garden
1697,2023-02-12,251.16,Books
1698,2023-04-14,265.81,Clothing
1699,2023-02-19,458.65,Electronics
1700,2023-12-24,209.52,Books
1701,2023-12-25,257.12,Home & Garden
1702,2023-03-17,357.05,Electronics
1703,2023-06-02,356.84,Groceries
1704,2023-12-04,475.13,Clothing
1705,2023-01-22,286.22,Groceries
1706,2023-05-27,73.44,Groceries
1707,2023-03-05,74.39,Home & Garden
1708,2023-12-12,380.66,Electronics
1709,2023-01-30,379.57,Books
1710,2023-10-21,72.2,Electronics
1711,2023-06-18,106.67,Clothing
1712,2023-12-29,116.26,Books
1713,2023-08-12,83.52,Clothing
1714,2023-04-14,429.39,Books
1715,2023-09-25,495.09,Home & Garden
1716,2023-11-09,96.24,Books
1717,2023-05-23,96.65,Groceries
1718,2023-10-16,304.48,Electronics
1719,2023-07-13,421.24,Books
1720,2023-05-02,120.86,Electronics
1721,2023-11-18,208.81,Electronics
1722,2023-02-06,136.2,Home & Garden
1723,2023-09-08,154.02,Clothing
1724,2023-01-26,98.93,Home & Garden
1725,2023-03-14,238.22,Electronics
1726,2023-02-20,111.11,Books
1727,2023-01-13,248.75,Clothing
1728,2023-05-28,225.18,Home & Garden
1729,2023-07-15,193.68,Electronics
1730,2023-01-08,222.83,Electronics
1731,2023-04-03,352.35,Home & Garden
1732,2023-01-15,103.54,Home & Garden
1733,2023-02-16,312.71,Books
1734,2023-08-16,114.25,Clothing
1735,2023-02-05,204.12,Groceries
1736,2023-07-29,349.3,Clothing
1737,2023-06-01,297.85,Groceries
1738,2023-03-03,140.03,Home & Garden
1739,2023-04-28,209.76,Electronics
1740,2023-07-01,116.72,Books
1741,2023-01-13,369.25,Clothing
1742,2023-01-08,459.51,Groceries
1743,2023-04-21,126.86,Clothing
1744,2023-06-17,326.49,Home & Garden
1745,2023-12-17,267.43,Clothing
1746,2023-05-28,218.35,Home & Garden
1747,2023-08-23,288.62,Electronics
1748,2023-03-07,104.44,Groceries
1749,2023-03-24,292.59,Home & Garden
1750,2023-03-31,346.5,Electronics
1751,2023-04-12,468.24,Books
1752,2023-07-04,443.42,Home & Garden
1753,2023-03-14,128.16,Books
1754,2023-06-28,54.42,Books
1755,2023-02-04,330.77,Electronics
1756,2023-01-12,367.44,Clothing
1757,2023-04-19,435.15,Clothing
1758,2023-05-20,249.31,Clothing
1759,2023-12-27,75.52,Books
1760,2023-06-27,184.06,Books
1761,2023-08-12,404.95,Groceries
1762,2023-11-01,320.83,Home & Garden
1763,2023-03-16,344.76,Groceries
1764,2023-05-20,347.68,Groceries
1765,2023-04-04,279.3,Home & Garden
1766,2023-02-04,371.58,Clothing
1767,2023-07-22,106.78,Books
1768,2023-08-30,421.85,Books
1769,2023-10-23,217.06,Books
1770,2023-01-11,179.19,Clothing
1771,2023-09-16,375.79,Electronics
1772,2023-03-17,247.46,Electronics
1773,2023-02-21,84.64,Clothing
1774,2023-04-02,396.37,Home & Garden
1775,2023-05-12,495.95,Groceries
1776,2023-09-30,185.55,Groceries
1777,2023-11-16,433.15,Electronics
1778,2023-11-17,96.79,Clothing
1779,2023-09-27,141.93,Books
1780,2023-10-22,53.27,Books
1781,2023-09-18,135.94,Books
1782,2023-01-04,347.15,Electronics
1783,2023-03-23,181.24,Clothing
1784,2023-05-25,68.68,Groceries
1785,2023-11-24,55.62,Clothing
1786,2023-06-02,186.86,Books
1787,2023-09-25,158.15,Groceries
1788,2023-05-31,224.69,Clothing
1789,2023-03-02,211.93,Books
1790,2023-08-08,106.79,Clothing
1791,2023-05-11,201.83,Clothing
1792,2023-03-14,396.58,Home & Garden
1793,2023-08-06,79.87,Home & Garden
1794,2023-10-22,149.32,Clothing
1795,2023-02-22,148.34,Clothing
1796,2023-08-14,85.22,Books
1797,2023-12-11,431.11,Books
1798,2023-11-16,429.29,Clothing
1799,2023-01-05,301.43,Electronics
1800,2023-09-01,279.75,Books
1801,2023-07-23,50.3,Groceries
1802,2023-06-15,165.87,Clothing
1803,2023-09-21,449.0,Home & Garden
1804,2023-05-31,351.7,Groceries
1805,2023-05-05,197.88,Books
1806,2023-10-26,88.69,Electronics
1807,2023-07-07,475.05,Home & Garden
1808,2023-08-12,291.54,Books
1809,2023-11-07,412.0,Clothing
1810,2023-03-24,476.46,Clothing
1811,2023-10-07,275.24,Clothing
1812,2023-03-25,491.95,Books
1813,2023-10-09,446.71,Electronics
1814,2023-11-10,352.11,Clothing
1815,2023-07-17,142.88,Groceries
1816,2023-12-12,134.45,Clothing
1817,2023-10-29,162.79,Groceries
1818,2023-03-30,355.66,Books
1819,2023-11-12,105.08,Electronics
1820,2023-06-04,121.85,Clothing
1821,2023-05-01,76.16,Home & Garden
1822,2023-04-28,473.85,Groceries
1823,2023-05-02,398.99,Home & Garden
1824,2023-10-14,188.81,Electronics
1825,2023-05-23,313.59,Clothing
1826,2023-11-24,117.11,Home & Garden
1827,2023-04-07,253.7,Electronics
1828,2023-07-09,167.06,Books
1829,2023-01-02,144.32,Groceries
1830,2023-04-29,459.59,Books
1831,2023-06-21,72.88,Groceries
1832,2023-01-16,146.87,Groceries
1833,2023-11-21,437.98,Books
1834,2023-07-22,466.51,Electronics
1835,2023-03-27,387.26,Books
1836,2023-06-17,349.51,Electronics
1837,2023-04-17,288.83,Groceries
1838,2023-04-05,241.77,Electronics
1839,2023-09-14,247.13,Clothing
1840,2023-03-23,381.54,Books
1841,2023-07-06,224.79,Clothing
1842,2023-01-13,122.01,Clothing
1843,2023-08-08,447.35,Groceries
1844,2023-10-27,214.97,Books
1845,2023-10-06,241.31,Electronics
1846,2023-10-15,381.05,Groceries
1847,2023-02-04,73.63,Groceries
1848,2023-10-26,169.8,Electronics
1849,2023-11-21,188.18,Clothing
1850,2023-11-15,347.05,Clothing
1851,2023-10-20,321.44,Electronics
1852,2023-12-06,436.29,Electronics
1853,2023-06-22,183.51,Electronics
1854,2023-07-29,77.84,Groceries
1855,2023-08-29,336.82,Home & Garden
1856,2023-07-18,447.71,Electronics
1857,2023-09-20,86.65,Electronics
1858,2023-01-29,281.91,Groceries
1859,2023-03-19,250.06,Clothing
1860,2023-07-04,214.98,Home & Garden
1861,2023-11-19,340.33,Books
1862,2023-01-10,209.72,Electronics
1863,2023-04-21,384.25,Electronics
1864,2023-06-14,79.57,Groceries
1865,2023-10-12,237.14,Clothing
1866,2023-03-06,255.23,Clothing
1867,2023-05-22,439.16,Electronics
1868,2023-08-24,140.01,Groceries
1869,2023-01-03,307.48,Books
1870,2023-03-29,260.19,Home & Garden
1871,2023-08-11,281.87,Books
1872,2023-01-04,162.93,Books
1873,2023-04-22,286.93,Clothing
1874,2023-12-03,54.98,Books
1875,2023-09-01,337.6,Groceries
1876,2023-03-24,323.81,Clothing
1877,2023-11-03,221.54,Groceries
1878,2023-01-29,490.59,Books
1879,2023-10-19,311.19,Groceries
1880,2023-11-06,223.64,Groceries
1881,2023-10-10,350.81,Books
1882,2023-12-26,436.06,Home & Garden
1883,2023-02-12,112.64,Home & Garden
1884,2023-10-30,239.91,Clothing
1885,2023-07-17,417.34,Home & Garden
1886,2023-01-29,238.73,Books
1887,2023-05-08,299.67,Clothing
1888,2023-06-21,130.73,Groceries
1889,2023-03-25,114.11,Clothing
1890,2023-03-04,339.08,Books
1891,2023-11-27,56.43,Groceries
1892,2023-07-22,472.75,Clothing
1893,2023-05-18,153.33,Clothing
1894,2023-08-08,82.6,Clothing
1895,2023-08-16,87.17,Home & Garden
1896,2023-11-28,258.8,Books
1897,2023-12-19,362.53,Home & Garden
1898,2023-06-16,470.46,Groceries
1899,2023-02-01,255.76,Electronics
1900,2023-09-01,75.93,Clothing
1901,2023-12-14,449.84,Home & Garden
1902,2023-11-10,139.44,Books
1903,2023-01-22,368.55,Books
1904,2023-08-14,286.0,Books
1905,2023-11-14,196.82,Groceries
1906,2023-10-25,89.43,Clothing
1907,2023-12-30,318.36,Clothing
1908,2023-12-22,149.47,Home & Garden
1909,2023-06-19,319.56,Groceries
1910,2023-09-08,328.97,Electronics
1911,2023-06-01,318.77,Groceries
1912,2023-09-11,122.52,Books
1913,2023-08-21,262.42,Books
1914,2023-11-05,337.0,Groceries
1915,2023-10-07,52.08,Clothing
1916,2023-05-03,373.86,Home & Garden
1917,2023-11-25,204.01,Home & Garden
1918,2023-02-11,211.12,Groceries
1919,2023-08-26,66.55,Home & Garden
1920,2023-11-13,341.82,Electronics
1921,2023-10-31,387.44,Home & Garden
1922,2023-05-24,241.5,Books
1923,2023-02-06,118.67,Home & Garden
1924,2023-04-05,106.34,Groceries
1925,2023-10-26,135.57,Electronics
1926,2023-09-12,497.33,Groceries
1927,2023-01-01,250.74,Groceries
1928,2023-08-10,345.88,Clothing
1929,2023-03-09,367.12,Books
1930,2023-10-15,110.16,Home & Garden
1931,2023-10-13,205.11,Books
1932,2023-01-17,434.9,Groceries
1933,2023-10-10,233.58,Clothing
1934,2023-09-20,331.59,Clothing
1935,2023-08-22,340.36,Electronics
1936,2023-09-25,258.1,Electronics
1937,2023-12-04,391.83,Clothing
1938,2023-11-08,352.54,Groceries
1939,2023-10-27,78.33,Clothing
1940,2023-11-20,456.94,Clothing
1941,2023-01-21,164.69,Books
1942,2023-04-30,189.08,Home & Garden
1943,2023-09-28,445.69,Books
1944,2023-09-28,226.71,Clothing
1945,2023-03-22,342.32,Groceries
1946,2023-08-19,303.97,Books
1947,2023-02-13,422.38,Groceries
1948,2023-06-05,157.1,Groceries
1949,2023-12-25,262.84,Groceries
1950,2023-08-04,285.76,Clothing
1951,2023-01-24,255.87,Books
1952,2023-10-18,161.58,Clothing
1953,2023-10-16,226.27,Home & Garden
1954,2023-11-18,174.38,Clothing
1955,2023-10-06,465.66,Clothing
1956,2023-10-05,443.39,Electronics
1957,2023-03-10,277.49,Home & Garden
1958,2023-10-29,134.08,Home & Garden
1959,2023-10-08,480.15,Home & Garden
1960,2023-12-09,391.6,Books
1961,2023-10-01,246.23,Groceries
1962,2023-05-17,307.14,Electronics
1963,2023-09-19,291.57,Groceries
1964,2023-08-14,60.55,Clothing
1965,2023-12-09,181.23,Groceries
1966,2023-09-08,245.52,Groceries
1967,2023-03-24,221.91,Groceries
1968,2023-09-24,406.83,Electronics
1969,2023-03-04,216.6,Home & Garden
1970,2023-01-30,460.59,Electronics
1971,2023-05-20,287.35,Books
1972,2023-06-08,258.54,Groceries
1973,2023-11-24,434.05,Home & Garden
1974,2023-02-28,60.38,Home & Garden
1975,2023-02-12,465.57,Groceries
1976,2023-11-24,282.71,Electronics
1977,2023-06-03,248.18,Groceries
1978,2023-11-07,109.64,Clothing
1979,2023-04-29,155.54,Books
1980,2023-12-06,187.83,Electronics
1981,2023-01-26,197.71,Home & Garden
1982,2023-06-23,73.03,Books
1983,2023-05-12,154.6,Electronics
1984,2023-12-06,380.52,Clothing
1985,2023-09-07,85.68,Books
1986,2023-02-07,143.31,Clothing
1987,2023-06-11,126.34,Home & Garden
1988,2023-12-31,435.12,Books
1989,2023-08-06,366.6,Books
1990,2023-01-08,152.41,Groceries
1991,2023-06-15,405.2,Home & Garden
1992,2023-03-26,271.41,Home & Garden
1993,2023-12-21,70.56,Groceries
1994,2023-09-30,295.16,Electronics
1995,2023-06-23,253.78,Clothing
1996,2023-06-17,338.35,Groceries
1997,2023-02-03,253.4,Groceries
1998,2023-12-20,476.92,Home & Garden
1999,2023-11-18,344.44,Books
2000,2023-07-21,125.72,Clothing
2001,2023-03-29,366.04,Electronics
2002,2023-11-21,248.69,Clothing
2003,2023-10-08,409.5,Books
2004,2023-01-07,186.28,Home & Garden
2005,2023-12-20,403.67,Home & Garden
2006,2023-09-13,161.9,Groceries
2007,2023-03-02,58.99,Books
2008,2023-08-05,106.06,Clothing
2009,2023-03-03,134.27,Clothing
2010,2023-07-07,82.17,Electronics
2011,2023-05-02,439.35,Home & Garden
2012,2023-10-13,293.53,Books
2013,2023-08-28,213.01,Groceries
2014,2023-01-29,325.2,Home & Garden
2015,2023-06-02,403.59,Groceries
2016,2023-05-30,419.24,Home & Garden
2017,2023-09-20,302.03,Books
2018,2023-03-26,361.14,Home & Garden
2019,2023-10-05,168.11,Clothing
2020,2023-04-30,145.21,Home & Garden
2021,2023-10-11,181.81,Clothing
2022,2023-11-06,359.33,Books
2023,2023-10-21,171.33,Clothing
2024,2023-01-08,102.55,Home & Garden
2025,2023-12-03,273.42,Electronics
2026,2023-05-20,369.07,Electronics
2027,2023-11-07,104.77,Groceries
2028,2023-01-06,271.12,Groceries
2029,2023-10-01,445.73,Home & Garden
2030,2023-09-08,223.73,Books
2031,2023-03-20,429.4,Clothing
2032,2023-12-01,157.28,Books
2033,2023-03-23,151.67,Clothing
2034,2023-08-22,248.13,Books
2035,2023-04-21,352.82,Books
2036,2023-04-19,344.57,Books
2037,2023-01-31,471.29,Books
2038,2023-12-21,254.62,Electronics
2039,2023-09-17,289.44,Electronics
2040,2023-05-09,386.56,Clothing
2041,2023-12-16,101.76,Groceries
2042,2023-10-28,128.04,Books
2043,2023-06-22,461.67,Home & Garden
2044,2023-08-25,263.91,Groceries
2045,2023-04-26,61.38,Books
2046,2023-09-12,238.98,Groceries
2047,2023-01-01,102.8,Books
2048,2023-10-01,401.17,Groceries
2049,2023-04-02,296.19,Electronics
2050,2023-08-17,135.86,Clothing
2051,2023-07-07,223.59,Groceries
2052,2023-01-22,408.47,Home & Garden
2053,2023-03-05,360.45,Clothing
2054,2023-08-11,71.38,Home & Garden
2055,2023-04-12,64.37,Clothing
2056,2023-05-26,252.19,Home & Garden
2057,2023-02-08,296.86,Clothing
2058,2023-07-27,306.31,Books
2059,2023-05-24,110.43,Clothing
2060,2023-08-03,406.18,Home & Garden
2061,2023-08-26,355.11,Electronics
2062,2023-01-18,405.02,Groceries
2063,2023-08-25,163.32,Electronics
2064,2023-04-25,492.3,Clothing
2065,2023-06-25,302.66,Electronics
2066,2023-07-14,172.34,Electronics
2067,2023-09-25,263.69,Electronics
2068,2023-10-24,96.16,Books
2069,2023-02-17,54.78,Home & Garden
2070,2023-09-18,90.33,Home & Garden
2071,2023-09-12,160.05,Groceries
2072,2023-05-15,357.85,Electronics
2073,2023-11-25,224.91,Electronics
2074,2023-07-20,62.62,Groceries
2075,2023-08-18,250.02,Home & Garden
2076,2023-01-19,402.65,Electronics
2077,2023-01-03,385.92,Electronics
2078,2023-07-17,442.11,Groceries
2079,2023-08-10,262.2,Electronics
2080,2023-08-18,194.57,Groceries
2081,2023-04-11,466.3,Electronics
2082,2023-12-29,170.03,Groceries
2083,2023-06-07,80.86,Books
2084,2023-06-05,58.88,Books
2085,2023-05-26,401.66,Clothing
2086,2023-11-02,148.78,Books
2087,2023-11-25,379.42,Clothing
2088,2023-12-11,235.79,Clothing
2089,2023-01-04,328.95,Home & Garden
2090,2023-04-23,161.86,Home & Garden
2091,2023-01-12,195.92,Home & Garden
2092,2023-11-10,493.64,Books
2093,2023-05-24,214.15,Groceries
2094,2023-05-12,373.64,Electronics
2095,2023-06-07,278.99,Books
2096,2023-03-09,344.67,Home & Garden
2097,2023-02-26,153.94,Electronics
2098,2023-07-23,297.07,Home & Garden
2099,2023-03-21,389.89,Books
2100,2023-10-29,134.51,Books
2101,2023-04-01,420.84,Clothing
2102,2023-03-21,299.25,Books
2103,2023-08-14,115.8,Electronics
2104,2023-01-12,106.03,Groceries
2105,2023-05-14,53.82,Groceries
2106,2023-07-06,214.47,Clothing
2107,2023-03-10,306.56,Books
2108,2023-11-12,118.23,Groceries
2109,2023-02-02,383.82,Home & Garden
2110,2023-10-21,66.41,Clothing
2111,2023-06-21,422.13,Home & Garden
2112,2023-05-06,479.76,Home & Garden
2113,2023-11-13,235.6,Home & Garden
2114,2023-02-15,430.2,Books
2115,2023-10-13,492.58,Clothing
2116,2023-09-08,473.8,Home & Garden
2117,2023-06-05,57.12,Home & Garden
2118,2023-08-20,72.77,Books
2119,2023-10-11,171.27,Clothing
2120,2023-01-30,484.9,Clothing
2121,2023-05-07,115.88,Electronics
2122,2023-03-14,452.35,Home & Garden
2123,2023-03-17,311.99,Groceries
2124,2023-04-08,248.31,Books
2125,2023-07-26,426.73,Clothing
2126,2023-02-08,304.94,Groceries
2127,2023-09-25,276.0,Electronics
2128,2023-09-04,324.09,Groceries
2129,2023-12-12,458.37,Books
2130,2023-02-02,460.51,Clothing
2131,2023-06-28,73.61,Electronics
2132,2023-02-10,179.11,Clothing
2133,2023-07-18,155.87,Groceries
2134,2023-10-14,438.36,Books
2135,2023-05-31,266.66,Home & Garden
2136,2023-05-04,366.47,Home & Garden
2137,2023-03-17,377.85,Groceries
2138,2023-10-19,148.13,Clothing
2139,2023-03-05,366.14,Clothing
2140,2023-09-18,382.03,Electronics
2141,2023-06-27,68.56,Groceries
2142,2023-06-07,418.77,Electronics
2143,2023-07-11,151.25,Clothing
2144,2023-11-14,285.47,Home & Garden
2145,2023-04-02,199.0,Books
2146,2023-04-22,149.62,Electronics
2147,2023-07-31,108.35,Electronics
2148,2023-12-27,114.81,Clothing
2149,2023-04-01,355.73,Clothing
2150,2023-01-27,273.38,Home & Garden
2151,2023-03-15,365.8,Clothing
2152,2023-08-12,341.13,Groceries
2153,2023-12-17,81.05,Books
2154,2023-10-01,220.8,Books
2155,2023-07-19,458.75,Electronics
2156,2023-11-09,440.35,Home & Garden
2157,2023-10-19,50.48,Books
2158,2023-07-21,70.9,Home & Garden
2159,2023-08-09,364.88,Home & Garden
2160,2023-10-31,54.19,Electronics
2161,2023-02-18,69.85,Books
2162,2023-04-28,220.11,Clothing
2163,2023-03-09,239.93,Home & Garden
2164,2023-05-04,211.44,Groceries
2165,2023-07-19,431.55,Electronics
2166,2023-11-15,78.71,Home & Garden
2167,2023-10-21,311.11,Electronics
2168,2023-01-06,206.53,Electronics
2169,2023-04-08,407.67,Groceries
2170,2023-02-25,411.97,Home & Garden
2171,2023-02-08,86.88,Books
2172,2023-02-19,242.53,Books
2173,2023-09-22,177.63,Home & Garden
2174,2023-05-03,316.57,Electronics
2175,2023-07-13,490.82,Clothing
2176,2023-11-19,268.84,Home & Garden
2177,2023-03-04,94.26,Electronics
2178,2023-01-17,427.84,Clothing
2179,2023-07-09,275.16,Home & Garden
2180,2023-07-14,295.82,Clothing
2181,2023-09-25,297.46,Books
2182,2023-01-21,396.93,Home & Garden
2183,2023-04-11,115.99,Clothing
2184,2023-09-28,198.35,Groceries
2185,2023-05-01,309.2,Clothing
2186,2023-02-22,410.89,Books
2187,2023-06-07,388.38,Groceries
2188,2023-09-28,390.81,Home & Garden
2189,2023-04-25,484.63,Electronics
2190,2023-08-27,333.38,Groceries
2191,2023-11-04,340.37,Groceries
2192,2023-02-02,78.39,Electronics
2193,2023-09-07,58.7,Home & Garden
2194,2023-12-14,432.86,Home & Garden
2195,2023-09-20,337.1,Clothing
2196,2023-07-21,458.61,Electronics
2197,2023-05-01,55.53,Books
2198,2023-03-07,426.37,Books
2199,2023-03-17,58.53,Electronics
2200,2023-12-10,468.81,Clothing
2201,2023-07-18,453.91,Clothing
2202,2023-10-24,483.1,Home & Garden
2203,2023-07-08,85.47,Home & Garden
2204,2023-02-06,335.56,Electronics
2205,2023-03-04,151.76,Groceries
2206,2023-11-15,149.35,Clothing
2207,2023-03-18,309.42,Books
2208,2023-01-19,494.02,Groceries
2209,2023-01-02,68.44,Home & Garden
2210,2023-08-01,104.51,Books
2211,2023-07-25,370.01,Electronics
2212,2023-04-01,83.79,Books
2213,2023-04-23,54.77,Groceries
2214,2023-04-18,437.41,Groceries
2215,2023-05-30,426.88,Groceries
2216,2023-03-20,269.2,Books
2217,2023-09-27,208.6,Groceries
2218,2023-03-09,421.38,Books
2219,2023-12-28,279.92,Electronics
2220,2023-09-19,461.02,Groceries
2221,2023-01-27,443.12,Electronics
2222,2023-07-11,76.08,Home & Garden
2223,2023-08-26,442.19,Books
2224,2023-01-14,330.59,Home & Garden
2225,2023-10-29,325.46,Clothing
2226,2023-02-26,277.86,Groceries
2227,2023-02-28,100.52,Clothing
2228,2023-01-18,314.53,Home & Garden
2229,2023-08-03,339.01,Electronics
2230,2023-12-18,182.98,Electronics
2231,2023-08-09,332.14,Electronics
2232,2023-07-25,439.38,Clothing
2233,2023-10-10,90.55,Clothing
2234,2023-10-01,408.6,Books
2235,2023-07-16,395.02,Clothing
2236,2023-02-13,204.09,Clothing
2237,2023-08-11,446.12,Books
2238,2023-05-06,415.01,Home & Garden
2239,2023-12-15,57.67,Books
2240,2023-11-25,271.98,Electronics
2241,2023-07-06,227.66,Books
2242,2023-10-11,199.0,Home & Garden
2243,2023-01-07,309.83,Home & Garden
2244,2023-07-01,448.01,Clothing
2245,2023-01-27,386.12,Groceries
2246,2023-05-04,372.39,Groceries
2247,2023-07-23,308.22,Home & Garden
2248,2023-10-21,108.61,Books
2249,2023-04-04,349.39,Electronics
2250,2023-01-21,315.47,Clothing
2251,2023-08-09,258.22,Groceries
2252,2023-06-01,346.65,Home & Garden
2253,2023-07-05,391.48,Electronics
2254,2023-05-18,312.6,Home & Garden
2255,2023-05-09,319.32,Books
2256,2023-04-13,302.74,Electronics
2257,2023-02-20,207.45,Groceries
2258,2023-02-08,332.94,Electronics
2259,2023-09-10,453.96,Clothing
2260,2023-02-07,446.53,Electronics
2261,2023-05-14,244.01,Home & Garden
2262,2023-03-01,272.35,Clothing
2263,2023-10-15,496.31,Groceries
2264,2023-12-12,170.06,Clothing
2265,2023-07-23,439.74,Books
2266,2023-05-26,58.63,Books
2267,2023-02-01,237.9,Home & Garden
2268,2023-06-09,312.4,Electronics
2269,2023-03-26,356.86,Clothing
2270,2023-04-01,300.45,Electronics
2271,2023-02-09,290.28,Home & Garden
2272,2023-09-03,172.61,Home & Garden
2273,2023-06-28,140.75,Home & Garden
2274,2023-03-16,199.89,Home & Garden
2275,2023-10-22,350.2,Clothing
2276,2023-03-10,305.92,Electronics
2277,2023-02-09,138.47,Groceries
2278,2023-05-08,168.95,Books
2279,2023-07-27,312.04,Groceries
2280,2023-01-14,316.38,Home & Garden
2281,2023-06-13,380.64,Groceries
2282,2023-12-26,106.03,Clothing
2283,2023-11-28,475.65,Electronics
2284,2023-11-07,257.94,Groceries
2285,2023-03-24,215.56,Electronics
2286,2023-07-23,298.81,Electronics
2287,2023-06-29,369.32,Groceries
2288,2023-06-12,488.04,Groceries
2289,2023-03-22,426.18,Home & Garden
2290,2023-01-29,176.13,Electronics
2291,2023-12-24,401.88,Groceries
2292,2023-01-09,325.72,Groceries
2293,2023-05-26,350.92,Books
2294,2023-08-29,185.53,Clothing
2295,2023-08-25,371.3,Home & Garden
2296,2023-08-09,114.37,Clothing
2297,2023-06-03,151.18,Electronics
2298,2023-12-17,76.67,Groceries
2299,2023-05-04,315.02,Home & Garden
2300,2023-04-12,84.26,Electronics
2301,2023-07-07,414.07,Books
2302,2023-03-01,263.84,Books
2303,2023-07-06,424.18,Home & Garden
2304,2023-10-02,412.13,Electronics
